C,n,P,t,a,N,LN
-9.835871743,3.035871743,14342.68537,2.290781563,2.001002004,56544.07211,4.752387082
-9.780561122,3.004609218,15701.40281,2.390180361,1.74248497,47848.82595,4.679871286
-9.936873747,3.18496994,14066.13226,2.524849699,2.069138277,70168.12087,4.846139846
-9.371743487,2.61503006,16507.01403,2.367735471,1.80260521,43424.99046,4.637739732
-9.285170341,2.559719439,16398.7976,2.386973948,1.716432866,42881.56903,4.632270668
-9.484769539,2.737675351,16771.54309,2.622645291,1.812625251,51533.48035,4.712089474
-9.631462926,2.913226453,11745.49098,2.342084168,2.259519038,88660.74198,4.947731361
-9.530460922,2.74488978,13765.53106,2.510420842,2.495991984,78976.32279,4.897496909
-9.807014028,3.016633267,15557.11423,2.119238477,2.185370741,33430.62116,4.524144446
-9.708416834,2.922845691,16206.41283,2.858316633,2.007014028,75033.23302,4.87525366
-9.499198397,2.785771543,16795.59118,2.635470942,2.291583166,45014.58342,4.653353235
-9.422244489,2.713627255,11156.31263,2.569739479,1.674348697,136608.4528,5.135477573
-9.597795591,2.80741483,11985.97194,2.614629259,2.053106212,139310.5332,5.143983955
-10.00420842,3.235470942,16482.96593,2.444689379,1.756513026,40774.79728,4.610391811
-9.306813627,2.574148297,11420.84168,2.337274549,2.00501002,102979.7425,5.012751802
-9.948897796,3.177755511,16386.77355,2.787775551,1.746492986,64474.20997,4.809386029
-9.470340681,2.752104208,13753.50701,2.697995992,2.191382766,86172.07314,4.935366541
-9.419839679,2.667935872,14727.45491,2.396593186,1.674348697,59328.89369,4.77326625
-9.708416834,3.004609218,12659.31864,2.720440882,2.443887776,104072.4925,5.017335956
-9.814228457,3.052705411,11036.07214,2.637074148,1.654308617,182421.8995,5.261076974
-9.98496994,3.199398798,14727.45491,2.345290581,1.808617234,53422.99583,4.727728239
-9.953707415,3.180160321,14571.14228,2.787775551,2.155310621,89137.1148,4.950058573
-9.270741483,2.506813627,16951.90381,2.723647295,2.185370741,59113.80922,4.771688946
-9.92244489,3.141683367,11649.2986,2.409418838,1.988977956,119073.7651,5.075816086
-9.672344689,2.925250501,13837.67535,2.407815631,1.596192385,68190.35709,4.833722965
-9.773346693,2.980561122,14126.25251,2.314829659,2.393787575,57322.03339,4.758321588
-9.455911824,2.723246493,13416.83367,2.322845691,1.670340681,66454.7545,4.822526058
-9.465531062,2.723246493,16434.86974,2.896793587,1.98496994,70045.01869,4.845377255
-9.761322645,2.968537074,12563.12625,2.154509018,1.700400802,71743.91615,4.855785079
-9.530460922,2.756913828,11589.17836,2.835871743,1.738476954,188088.1406,5.274361413
-9.559318637,2.821843687,15953.90782,2.704408818,1.876753507,61658.52373,4.789993122
-9.47995992,2.773747495,13092.18437,2.318036072,2.331663327,61751.35758,4.79064651
-9.828657315,3.038276553,13044.08818,2.875951904,2.097194389,145076.7834,5.161597918
-9.758917836,3.002204409,14150.3006,2.454308617,2.053106212,65572.17848,4.816719612
-9.999398798,3.24749499,12190.38076,2.172144289,2.233466934,66206.13464,4.820898233
-9.439078156,2.658316633,12611.22244,2.715631263,1.888777555,132515.2595,5.122265891
-9.487174349,2.716032064,16470.94188,2.375751503,1.568136273,44365.3291,4.647043707
-9.338076152,2.600601202,12010.02004,2.807014028,1.874749499,148149.2683,5.170699511
-9.590581162,2.838677355,12046.09218,2.58256513,1.572144289,125993.6314,5.100348593
-9.403006012,2.663126253,15292.58517,2.45751503,1.632264529,55916.19534,4.747537613
-9.419839679,2.684769539,13501.002,2.714028056,1.812625251,99739.93147,4.998869066
-9.79739479,3.062324649,15989.97996,2.327655311,1.770541082,37324.44067,4.571993308
-9.523246493,2.824248497,16519.03808,2.572945892,1.674348697,45001.23324,4.653224416
-9.852705411,3.05511022,11072.14429,2.252304609,2.079158317,115816.5827,5.063770747
-9.900801603,3.158517034,14991.98397,2.829458918,1.592184369,85161.10734,4.9302413
-9.727655311,2.980561122,12214.42886,2.157715431,1.858717435,69482.45677,4.841875166
-9.585771543,2.853106212,12839.67936,2.576152305,1.612224449,99762.1827,4.998965943
-9.701202405,2.980561122,16002.00401,2.550501002,2.113226453,46646.79239,4.668821785
-9.261122244,2.540480962,15821.64329,2.875951904,2.477955912,69827.31517,4.844025344
-9.403006012,2.634268537,16771.54309,2.508817635,1.71242485,49696.3451,4.69632445
-10.01382766,3.230661323,15677.35471,2.430260521,2.133266533,46225.30964,4.664879829
-9.725250501,2.944488978,16723.44689,2.75250501,1.892785571,61049.36452,4.785681148
-9.489579158,2.711222445,13152.30461,2.218637275,2.339679359,64564.5243,4.809993956
-9.660320641,2.879559118,16038.07615,2.111222445,1.936873747,32384.54892,4.510337852
-9.79258517,3.004609218,16194.38878,2.116032064,1.952905812,30466.95659,4.483829074
-9.862324649,3.088777555,15701.40281,2.568136273,2.315631263,53828.89969,4.731015503
-9.951302605,3.168136273,16963.92786,2.351703407,1.830661323,34380.18547,4.536308215
-9.718036072,2.970941884,14835.67134,2.64509018,1.730460922,72297.5133,4.85912336
-9.874348697,3.093587174,14943.88778,2.191382766,2.383767535,38580.85435,4.586371841
-9.386172345,2.658316633,12767.53507,2.867935872,1.612224449,132652.3574,5.122714972
-9.636272545,2.903607214,16963.92786,2.637074148,2.363727455,43814.62784,4.641619127
-9.886372745,3.156112224,11372.74549,2.504008016,2.427855711,120440.3995,5.080772188
-9.672344689,2.927655311,14931.86373,2.673947896,1.856713427,72402.45397,4.859753286
-9.681963928,2.889178357,14751.50301,2.840681363,1.512024048,102220.2458,5.009536921
-9.552104208,2.817034068,12106.21242,2.231462926,1.788577154,78199.06326,4.893201551
-9.261122244,2.530861723,16903.80762,2.106412826,2.309619238,28104.87711,4.448781691
-9.429458918,2.663126253,12515.03006,2.106412826,1.746492986,67002.77891,4.826092815
-9.852705411,3.108016032,12899.7996,2.803807615,1.542084168,133359.0717,5.125022564
-9.263527054,2.540480962,12358.71743,2.297194389,1.522044088,79776.25538,4.901873647
-9.29238477,2.564529058,11817.63527,2.588977956,1.648296593,122950.4996,5.089730298
-9.345290581,2.624649299,11288.57715,2.617835671,2.063126253,137892.9861,5.139542176
-9.833466934,3.081563126,13212.42485,2.574549098,2.425851703,86474.96431,4.936890391
-9.580961924,2.872344689,15196.39279,2.321242485,2.353707415,39839.90859,4.600318333
-9.277955912,2.521242485,15821.64329,2.273146293,1.606212425,45167.46347,4.654825702
-9.638677355,2.896392786,14859.71944,2.776553106,1.714428858,82613.42199,4.917050612
-9.778156313,2.99258517,16338.67735,2.305210421,1.936873747,38385.82934,4.584170928
-9.66993988,2.934869739,15641.28257,2.856713427,1.582164329,76431.36073,4.883271592
-9.60501002,2.889178357,13801.60321,2.348496994,2.139278557,56811.58281,4.754436889
-10.03066132,3.273947896,13573.14629,2.390180361,1.898797595,67652.81239,4.830285855
-9.434268537,2.67755511,16458.91784,2.282765531,2.151302605,37596.97572,4.575152912
-9.972945892,3.221042084,11060.12024,2.673947896,2.115230461,181008.0765,5.257697953
-9.439078156,2.689579158,14715.43086,2.41743487,2.179358717,57792.52232,4.761871649
-9.823847695,3.062324649,13188.37675,2.613026052,2.203406814,96440.52702,4.984259575
-9.330861723,2.557314629,15124.2485,2.460721443,2.21743487,61282.92976,4.787339519
-9.744488978,2.968537074,13669.33868,2.609819639,1.796593186,94183.81257,4.973976267
-9.588176353,2.889178357,12959.91984,2.661122244,2.077154309,94903.82307,4.977283708
-9.672344689,2.949298597,11889.77956,2.680360721,1.946893788,134339.1799,5.128202693
-9.513627255,2.725651303,14679.35872,2.221843687,1.932865731,51557.61209,4.712292795
-9.556913828,2.795390782,13440.88176,2.807014028,2.477955912,108597.9018,5.035821435
-9.393386774,2.655911824,12611.22244,2.768537074,2.327655311,119978.7669,5.079104394
-9.400601202,2.675150301,16867.73547,2.603406814,1.830661323,48069.2763,4.681867584
-9.888777555,3.108016032,15304.60922,2.592184369,2.483967936,59149.56108,4.771951526
-9.631462926,2.906012024,15160.32064,2.2250501,2.063126253,38092.29131,4.580837097
-9.537675351,2.783366733,13585.17034,2.311623246,2.041082164,64234.54435,4.807768648
-9.412625251,2.660721443,13092.18437,2.794188377,2.25751503,116188.519,5.065163216
-9.79258517,3.045490982,16362.72545,2.802204409,2.075150301,61076.19715,4.785871988
-9.501603206,2.759318637,13224.4489,2.212224449,1.616232465,61608.74021,4.789642328
-9.677154309,2.956513026,11673.34669,2.744488978,2.46993988,140351.8654,5.147218189
-9.60741483,2.879559118,13056.11222,2.359719439,1.906813627,71615.39632,4.8550064
-9.513627255,2.792985972,13525.0501,2.250701403,1.898797595,56527.8775,4.752262679
-9.958517034,3.180160321,15941.88377,2.226653307,1.750501002,34985.60317,4.543889366
-9.691583166,2.913226453,12779.55912,2.313226453,2.273547094,76648.36002,4.884502867
-9.386172345,2.665531062,11637.27455,2.212224449,2.379759519,78110.35701,4.892708623
-9.645891784,2.93006012,15989.97996,2.33246493,1.606212425,37809.20751,4.577597574
-9.501603206,2.768937876,12166.33267,2.638677355,2.435871743,113522.4894,5.055081906
-9.412625251,2.694388778,14342.68537,2.436673347,2.407815631,56984.8119,4.755759119
-9.496793587,2.718436874,16062.12425,2.588977956,1.890781563,60139.33709,4.779158637
-9.633867735,2.927655311,13260.52104,2.41743487,2.5,63968.63029,4.805967052
-9.504008016,2.74248497,16158.31663,2.616232465,2.273547094,55633.78467,4.745338605
-9.362124248,2.605410822,12034.06814,2.544088176,1.828657315,119568.3212,5.077616131
-9.311623246,2.576553106,14763.52705,2.33246493,2.129258517,52330.52625,4.718755102
-9.782965932,3.05511022,16579.15832,2.196192385,2.127254509,26404.34777,4.421675444
-9.751703407,3.021442886,15244.48898,2.338877756,2.47995992,39767.24214,4.599525474
-9.516032064,2.783366733,11480.96192,2.160921844,2.05511022,80765.96245,4.907228373
-9.626653307,2.874749499,11733.46693,2.446292585,1.766533066,115472.8525,5.062479894
-9.992184369,3.211422846,16410.82164,2.383767535,2.405811623,35846.82276,4.554450669
-9.246693387,2.48757515,15088.17635,2.189779559,2.219438878,45444.83768,4.657484557
-9.511222445,2.728056112,16747.49499,2.556913828,2.149298597,50874.55203,4.706500598
-9.679559118,2.918036072,14282.56513,2.205811623,1.524048096,49952.96644,4.698561284
-10.01863727,3.24749499,12887.77555,2.821442886,2.101202405,138074.8986,5.140114733
-9.47995992,2.74488978,16170.34068,2.629058116,1.956913828,55125.61017,4.74135341
-9.881563126,3.153707415,11997.99599,2.425450902,2.219438878,94608.57361,4.975930495
-9.840681363,3.083967936,12827.65531,2.180160321,1.626252505,63641.75583,4.803742153
-9.580961924,2.838677355,15364.72946,2.141683367,1.688376754,36128.22116,4.557846579
-9.636272545,2.845891784,16771.54309,2.693186373,2.165330661,57458.90969,4.759357381
-9.484769539,2.708817635,11324.6493,2.665931864,1.516032064,169486.759,5.229135775
-9.398196393,2.658316633,15088.17635,2.119238477,1.952905812,38577.4311,4.586333304
-9.905611222,3.139278557,13128.25651,2.697995992,1.988977956,112884.1006,5.052632777
-9.823847695,3.108016032,16843.68737,2.714028056,2.039078156,46799.61768,4.670242305
-9.994589178,3.218637275,13969.93988,2.722044088,2.007014028,97193.52966,4.987637354
-9.891182365,3.144088176,14066.13226,2.882364729,1.506012024,112220.7998,5.05007336
-9.549699399,2.776152305,13452.90581,2.747695391,1.518036072,115141.6677,5.061232516
-9.595390782,2.819438878,13753.50701,2.725250501,2.225450902,100350.6863,5.001520347
-9.629058116,2.913226453,14102.20441,2.835871743,1.834669339,95310.38858,4.97914024
-9.910420842,3.132064128,11937.87575,2.52004008,2.483967936,116686.5232,5.0670207
-9.917635271,3.187374749,14342.68537,2.172144289,1.862725451,39925.84881,4.601254158
-9.614629259,2.901202405,12358.71743,2.678757515,1.942885772,116688.7461,5.067028973
-9.47995992,2.776152305,14330.66132,2.85991984,2.273547094,86287.92677,4.935950034
-9.826252505,3.035871743,12250.501,2.614629259,1.846693387,135555.6327,5.132117568
-9.378957916,2.639078156,14655.31062,2.167334669,1.970941884,44479.23752,4.648157334
-9.330861723,2.566933868,15509.01804,2.714028056,2.027054108,73860.03692,4.86840952
-9.710821643,3.004609218,11264.52906,2.754108216,1.716432866,169564.9779,5.229336158
-9.285170341,2.569338677,15605.21042,2.31002004,1.562124248,43682.01506,4.640302664
-9.330861723,2.61503006,12070.14028,2.463927856,2.279559118,94856.62687,4.977067677
-9.819038076,3.095991984,14222.44489,2.829458918,1.51002004,96493.07311,4.984496138
-9.251503006,2.526052104,16675.3507,2.154509018,2.033066132,31626.61655,4.500052733
-9.739679359,3.014228457,16302.60521,2.28757515,1.650300601,33481.43887,4.524804114
-9.696392786,2.915631263,12058.11623,2.507214429,1.778557114,122565.6731,5.088368854
-9.905611222,3.144088176,12454.90982,2.160921844,2.263527054,62777.52696,4.797804203
-9.580961924,2.845891784,15845.69138,2.558517034,2.213426854,51027.43132,4.707803707
-9.965731463,3.230661323,13789.57916,2.111222445,2.023046092,40475.91016,4.607196623
-9.742084168,3.028657315,11084.16834,2.229859719,1.750501002,95738.14256,4.981084997
-9.314028056,2.593386774,15797.59519,2.70761523,2.429859719,59800.8724,4.77670752
-9.47755511,2.752104208,12659.31864,2.364529058,2.383767535,74514.18204,4.872238938
-9.970541082,3.189779559,11829.65932,2.590581162,1.858717435,145406.0139,5.162582369
-9.662725451,2.886773547,12695.39078,2.293987976,1.718436874,81065.0279,4.908833536
-9.893587174,3.136873747,14991.98397,2.239478958,2.379759519,38147.28652,4.581463651
-9.366933868,2.588577154,16771.54309,2.593787575,1.76252505,56062.69146,4.748673944
-9.448697395,2.735270541,13164.32866,2.544088176,2.28757515,80800.97043,4.907416577
-9.386172345,2.605410822,14991.98397,2.585771543,1.670340681,74737.55145,4.873538865
-9.653106212,2.949298597,13537.07415,2.651503006,1.878757515,85456.15238,4.931743335
-9.662725451,2.93006012,14462.92585,2.443086172,1.770541082,59765.88428,4.77645335
-9.701202405,2.903607214,15989.97996,2.805410822,2.497995992,70891.91637,4.850596716
-9.451102204,2.689579158,13885.77154,2.359719439,1.866733467,67256.17944,4.827732193
-9.722845691,3.011823647,15328.65731,2.111222445,2.461923848,27643.32226,4.441590237
-9.595390782,2.819438878,15569.13828,2.608216433,1.554108216,66333.57039,4.821733374
-9.410220441,2.696793587,15076.1523,2.170541082,2.00501002,38073.43518,4.580622063
-9.939278557,3.163326653,12971.94389,2.738076152,2.147294589,122582.0112,5.088426742
-9.785370741,3.05991984,12599.1984,2.152905812,1.846693387,59214.22291,4.772426034
-9.597795591,2.872344689,15424.8497,2.289178357,2.189378758,39053.75691,4.591662819
-9.455911824,2.730460922,13897.79559,2.398196393,2.391783567,60115.22848,4.778984502
-9.621843687,2.874749499,16771.54309,2.138476954,2.155310621,26643.91588,4.425598054
-9.826252505,3.05511022,11048.09619,2.685170341,2.133266533,186128.0706,5.269811875
-9.85511022,3.093587174,14775.5511,2.770140281,1.840681363,85348.60046,4.931196404
-9.316432866,2.574148297,14414.82966,2.268336673,2.471943888,50388.76508,4.702333715
-9.617034068,2.848296593,13452.90581,2.654709419,1.71242485,102863.2541,5.012260259
-9.852705411,3.117635271,16579.15832,2.827855711,1.834669339,59765.06718,4.776447412
-9.528056112,2.759318637,12659.31864,2.47995992,2.051102204,98279.61709,4.992463456
-9.718036072,2.920440882,16771.54309,2.271543086,2.219438878,34593.10988,4.538989606
-9.595390782,2.86753507,15785.57114,2.293987976,1.620240481,39127.04264,4.592477024
-9.816633267,3.071943888,13092.18437,2.263527054,1.996993988,63002.0353,4.79935458
-9.335671343,2.581362725,15244.48898,2.489579158,1.580160321,61307.01861,4.787510197
-9.672344689,2.968537074,15833.66733,2.867935872,1.728456914,68605.08037,4.836356277
-9.826252505,3.100801603,16831.66333,2.566533066,2.027054108,40465.50666,4.607084982
-9.29238477,2.535671343,16218.43687,2.6498998,2.049098196,61224.3392,4.786924106
-9.766132265,2.980561122,15773.54709,2.770140281,1.9749499,73743.92755,4.867726264
-9.412625251,2.701603206,16290.58116,2.872745491,2.073146293,64792.57188,4.811525219
-9.895991984,3.172945892,13513.02605,2.617835671,1.664328657,87935.87417,4.944166085
-9.398196393,2.696793587,13849.6994,2.476753507,2.151302605,65175.05943,4.814081436
-9.874348697,3.091182365,11348.69739,2.611422846,1.760521042,170398.3674,5.231465429
-9.237074148,2.518837675,13801.60321,2.414228457,2.153306613,65962.11397,4.819294566
-9.407815631,2.694388778,14919.83968,2.478356713,1.584168337,57193.56775,4.757347189
-9.828657315,3.05751503,12575.1503,2.369338677,2.291583166,83400.21587,4.921167175
-9.482364729,2.701603206,14859.71944,2.766933868,2.173346693,86937.34949,4.939206395
-9.321242485,2.607815631,11553.10621,2.762124248,2.117234469,145573.8653,5.163083414
-9.585771543,2.80501002,12539.07816,2.867935872,2.203406814,152332.19,5.182791686
-9.446292585,2.732865731,13897.79559,2.702805611,1.664328657,87259.77869,4.940814107
-9.328456914,2.557314629,12334.66934,2.305210421,1.776553106,90210.17217,4.955255512
-9.821442886,3.103206413,12995.99198,2.191382766,2.135270541,53431.828,4.727800032
-9.992184369,3.216232465,11468.93788,2.353306613,2.373747495,108071.7491,5.03371218
-9.458316633,2.694388778,15280.56112,2.196192385,1.798597194,43191.0484,4.635393746
-9.561723447,2.831462926,12166.33267,2.893587174,2.20741483,151774.3245,5.181198309
-9.398196393,2.624649299,14006.01202,2.148096192,1.704408818,53817.07428,4.730920084
-9.398196393,2.687174349,15581.16232,2.725250501,2.251503006,62017.78632,4.79251626
-9.35490982,2.590981964,13488.97796,2.116032064,2.099198397,54891.82679,4.739507684
-9.571342685,2.838677355,15076.1523,2.835871743,1.996993988,80856.86324,4.907716889
-9.758917836,2.963727455,13813.62725,2.14488978,1.760521042,53526.29531,4.728567186
-9.359719439,2.588577154,16386.77355,2.697995992,2.163326653,62775.23311,4.797788334
-9.465531062,2.711222445,15593.18637,2.492785571,1.834669339,55936.34384,4.747694076
-9.742084168,3.026252505,14955.91182,2.832665331,2.115230461,76867.20497,4.88574109
-9.999398798,3.24509018,11781.56313,2.109619238,2.109218437,69078.2531,4.839341346
-9.424649299,2.672745491,14162.32465,2.324448898,2.43987976,56180.82381,4.749588103
-9.665130261,2.877154309,13897.79559,2.736472946,2.301603206,99908.31054,4.999601615
-9.306813627,2.569338677,11817.63527,2.741282565,2.4498998,135647.1664,5.132410726
-9.92244489,3.139278557,14715.43086,2.688376754,1.986973948,81114.91078,4.909100695
-9.467935872,2.754509018,15412.82565,2.556913828,1.768537074,56024.1758,4.748375476
-9.831062124,3.071943888,11384.76954,2.622645291,1.744488978,161520.1567,5.208226727
-9.802204409,3.035871743,13693.38677,2.592184369,2.185370741,85219.78294,4.930540424
-9.564128257,2.788176353,12058.11623,2.452705411,1.648296593,114175.0945,5.05757138
-9.626653307,2.898797595,14318.63727,2.513627255,2.239478958,62875.65608,4.79848253
-9.778156313,3.05991984,11096.19238,2.537675351,2.451903808,130262.4644,5.11481929
-9.689178357,2.891583166,15521.04208,2.633867735,1.798597194,70620.67803,4.848931883
-9.843086172,3.093587174,13825.6513,2.295591182,1.512024048,58606.04151,4.767942388
-9.47995992,2.732865731,13140.28056,2.370941884,2.05511022,74751.63896,4.873620719
-9.799799599,3.014228457,11372.74549,2.68997996,2.311623246,171239.4277,5.233603768
-9.932064128,3.201803607,14294.58918,2.393386774,1.788577154,55323.09532,4.742906471
-9.689178357,2.973346693,14222.44489,2.483166333,1.686372745,63405.60528,4.802127653
-9.727655311,2.987775551,11613.22645,2.858316633,1.748496994,185741.9734,5.268910055
-9.431863727,2.660721443,16446.89379,2.326052104,2.455911824,39557.71258,4.597231171
-9.338076152,2.595791583,16326.65331,2.167334669,1.804609218,34585.97566,4.538900032
-9.831062124,3.081563126,11565.13026,2.56012024,2.395791583,128001.5805,5.107215332
-9.600200401,2.841082164,11288.57715,2.539278557,2.103206413,140722.8452,5.148364607
-9.60741483,2.841082164,12611.22244,2.189779559,1.948897796,69888.07215,4.844403061
-9.508817635,2.809819639,12803.60721,2.20741483,2.405811623,55425.53155,4.743709867
-9.422244489,2.713627255,12094.18838,2.504008016,2.063126253,99534.37582,4.997973097
-9.460721443,2.713627255,12430.86172,2.800601202,1.5,140890.3986,5.148881398
-9.79739479,3.045490982,15773.54709,2.199398798,2.465931864,31080.79976,4.492492185
-10.03306613,3.254709419,16266.53307,2.43507014,1.804609218,42500.82733,4.628397384
-9.672344689,2.968537074,11168.33667,2.37254509,1.946893788,107970.5279,5.033305225
-9.936873747,3.180160321,14643.28657,2.523246493,1.668336673,65450.50194,4.815912982
-9.345290581,2.583767535,16206.41283,2.398196393,1.98496994,47680.57031,4.678341441
-9.79739479,3.047895792,15893.78758,2.588977956,2.235470942,51407.25202,4.711024389
-9.633867735,2.93006012,12382.76553,2.382164329,2.383767535,75738.3843,4.879316036
-9.265931864,2.533266533,12202.40481,2.7749499,2.423847695,127650.669,5.106023095
-9.833466934,3.108016032,16519.03808,2.165731463,2.047094188,25175.31171,4.400974857
-9.556913828,2.80260521,15869.73948,2.279559118,1.892785571,40384.3023,4.606212584
-9.780561122,3.004609218,14378.75752,2.879158317,2.333667335,101061.8909,5.00458742
-9.472745491,2.747294589,14114.22846,2.367735471,2.223446894,56764.65612,4.754078011
-9.342885772,2.595791583,11096.19238,2.2250501,2.371743487,96208.90812,4.983215286
-9.782965932,3.007014028,14991.98397,2.621042084,1.666332665,72944.13854,4.8629904
-9.73246493,2.99498998,14667.33467,2.552104208,2.335671343,60732.49516,4.783421124
-9.895991984,3.129659319,14450.9018,2.183366733,1.832665331,43875.73961,4.64222445
-9.28997996,2.533266533,13945.89178,2.471943888,1.826653307,76353.65242,4.882829817
-9.455911824,2.699198397,16386.77355,2.669138277,1.744488978,59606.97455,4.775297079
-9.641082164,2.920440882,14835.67134,2.504008016,2.435871743,53355.20682,4.727176808
-9.804609218,3.05991984,13933.86774,2.739679359,1.812625251,95422.29992,4.97964988
-9.758917836,2.99258517,15989.97996,2.770140281,1.896793587,68157.30177,4.833512389
-9.698797595,2.99498998,15040.08016,2.257114228,1.504008016,39509.29993,4.596699334
-9.645891784,2.853106212,16482.96593,2.588977956,2.239478958,53566.38766,4.72889236
-9.494388778,2.732865731,12466.93387,2.896793587,2.071142285,153919.8043,5.187294503
-9.932064128,3.148897796,13380.76152,2.119238477,1.816633267,52729.62108,4.72205465
-9.92244489,3.192184369,14847.69539,2.45751503,2.455911824,48339.56913,4.684302775
-9.674749499,2.939679359,15809.61924,2.760521042,1.846693387,65718.42219,4.817687128
-9.475150301,2.725651303,13513.02605,2.596993988,1.738476954,91542.018,4.961620482
-9.364529058,2.593386774,15424.8497,2.41743487,2.007014028,56287.73519,4.750413775
-9.833466934,3.045490982,11264.52906,2.54248497,1.99498998,157433.0407,5.197095884
-9.674749499,2.908416834,15713.42685,2.593787575,1.580160321,61300.9167,4.787466969
-9.737274549,3.031062124,11060.12024,2.60501002,2.329659319,140761.2191,5.14848302
-9.405410822,2.684769539,12947.89579,2.431863727,1.930861723,79820.65705,4.902115298
-9.366933868,2.631863727,16170.34068,2.813426854,1.846693387,68125.84513,4.833311903
-9.749298597,2.985370741,15905.81162,2.622645291,1.774549098,59210.45464,4.772398396
-9.756513026,2.978156313,11348.69739,2.853507014,2.179358717,205150.7972,5.312073209
-9.679559118,2.922845691,16687.37475,2.167334669,2.223446894,27808.81801,4.44418253
-9.600200401,2.812224449,12418.83768,2.273146293,1.764529058,86779.85197,4.938418905
-9.549699399,2.759318637,11300.6012,2.693186373,1.576152305,182930.1201,5.262285219
-9.612224449,2.848296593,11985.97194,2.3501002,1.518036072,100665.4173,5.002880298
-9.60260521,2.814629259,12442.88577,2.124048096,2.105210421,68999.93664,4.838848692
-9.494388778,2.797795591,14751.50301,2.622645291,1.980961924,63866.29816,4.805271744
-9.60741483,2.903607214,11228.45691,2.455911824,2.027054108,116110.7362,5.064872379
-9.761322645,3.047895792,13200.4008,2.138476954,1.920841683,48664.82102,4.68721513
-9.554509018,2.761723447,13344.68938,2.271543086,1.620240481,72578.37122,4.860807218
-9.547294589,2.80741483,11012.02405,2.18496994,1.94488978,96186.61997,4.983114664
-9.297194389,2.55490982,13188.37675,2.298797595,2.375751503,66651.7049,4.823811263
-9.335671343,2.603006012,11829.65932,2.411022044,2.367735471,97098.38121,4.98721199
-9.621843687,2.831462926,13633.26653,2.500801603,1.816633267,87333.55984,4.941181163
-9.554509018,2.845891784,11685.37074,2.720440882,1.598196393,144161.856,5.158850365
-9.463126253,2.720841683,11132.26453,2.681963928,1.522044088,167423.6507,5.223816807
-9.720440882,2.999799599,15412.82565,2.709218437,2.329659319,60238.18417,4.779871872
-9.547294589,2.764128257,14078.15631,2.79258517,1.946893788,106315.5703,5.026596873
-9.936873747,3.180160321,17000,2.661122244,1.858717435,47249.70843,4.674399133
-9.614629259,2.874749499,11889.77956,2.197795591,2.337675351,74199.66506,4.870401945
-9.876753507,3.100801603,11132.26453,2.401402806,1.848697395,136142.5914,5.133994013
-9.600200401,2.841082164,14450.9018,2.56492986,2.001002004,72822.05983,4.862262959
-9.314028056,2.605410822,16699.3988,2.795791583,2.437875752,54515.18558,4.736517495
-9.749298597,3.011823647,11793.58717,2.728456914,1.778557114,153712.5987,5.186709465
-9.845490982,3.12004008,14979.95992,2.858316633,1.608216433,84711.91406,4.927944495
-9.41503006,2.636673347,15989.97996,2.810220441,1.760521042,77532.6595,4.889484681
-9.472745491,2.728056112,15917.83567,2.41743487,2.259519038,45197.63238,4.655115685
-9.708416834,2.951703407,13032.06413,2.635470942,2.173346693,102164.5916,5.009300403
-9.229859719,2.475551102,14330.66132,2.114428858,1.76252505,48705.06323,4.687574111
-9.672344689,2.896392786,14330.66132,2.197795591,1.630260521,50630.84227,4.704415152
-9.597795591,2.817034068,13140.28056,2.770140281,1.536072144,128246.0028,5.108043838
-9.828657315,3.086372745,16951.90381,2.670741483,1.606212425,48775.44522,4.688201242
-9.446292585,2.728056112,15893.78758,2.239478958,1.726452906,36544.01208,4.562816226
-9.754108216,3.016633267,11805.61122,2.715631263,1.584168337,153431.2129,5.185913718
-10.05230461,3.283567134,14883.76754,2.603406814,2.313627255,63605.54239,4.80349496
-9.516032064,2.80501002,11096.19238,2.576152305,2.315631263,133130.9864,5.12427915
-9.720440882,2.944488978,13056.11222,2.805410822,2.243486974,126344.6644,5.101556906
-9.674749499,2.903607214,15376.75351,2.199398798,1.882765531,40088.88438,4.603023971
-9.996993988,3.221042084,15004.00802,2.7749499,1.760521042,84697.8007,4.927872133
-9.54488978,2.80501002,13921.84369,2.750901804,2.299599198,90725.80848,4.957730847
-9.977755511,3.206613226,11601.2024,2.611422846,2.491983968,141098.0839,5.149521116
-9.898396794,3.136873747,12863.72745,2.112825651,2.235470942,53162.90598,4.725608712
-9.410220441,2.708817635,13897.79559,2.883967936,2.163326653,97173.00347,4.987545626
-9.489579158,2.768937876,13188.37675,2.130460922,1.538076152,53212.04148,4.726009921
-9.369338677,2.667935872,11312.62525,2.455911824,1.950901804,112414.1051,5.050820808
-9.458316633,2.708817635,14318.63727,2.138476954,2.333667335,43499.54629,4.638484727
-9.693987976,2.908416834,13212.42485,2.697995992,1.720440882,118040.9244,5.072032602
-10.04028056,3.266733467,15244.48898,2.451102204,2.389779559,48344.7532,4.684349348
-9.638677355,2.893987976,16302.60521,2.382164329,2.345691383,37864.12115,4.578227881
-9.580961924,2.826653307,11276.55311,2.266733467,2.299599198,98329.29093,4.992682907
-9.912825651,3.158517034,14282.56513,2.723647295,2.223446894,83571.37573,4.922057551
-9.874348697,3.105611222,16795.59118,2.518436874,1.750501002,43735.93854,4.640838451
-10.03547094,3.273947896,12995.99198,2.114428858,2.099198397,51241.45515,4.709621454
-9.583366733,2.790581162,13741.48297,2.516833667,2.259519038,83465.77196,4.921508414
